country,gdp.2005,gdp.2006,gdp.2007,gdp.2008,pop.2005,pop.2006,pop.2007,pop.2008,unemp.2005,unemp.2006,unemp.2007,unemp.2008
SK,70.9804529801324,76.9803509933775,85.2939033112583,90.095761589404,5.372807,5.373054,5.374622,5.379233,16.2000007629395,13.3000001907349,11.0,9.60000038146973
SL,1.97446158743227,2.08356703951583,2.25146757156044,2.37303954236763,5.071271,5.243214,5.391108,5.521838,3.40000009536743,3.40000009536743,3.40000009536743,3.40000009536743
SM,NA,NA,NA,NA,0.029242,0.029568,0.029874,0.03016,NA,NA,NA,NA
SN,10.8563510512802,11.123587759373699,11.672924481581699,12.102782774212798,11.268994,11.578430000000001,11.89723,12.229703,9.19999980926514,10.0,8.80000019073486,9.39999961853027
SO,NA,NA,NA,NA,8.466938,8.686939,8.909015,9.132589,6.90000009536743,6.90000009536743,6.90000009536743,6.90000009536743
SR,3.54758143452833,3.68388438831941,3.87218568969132,4.0326260842276005,0.491999,0.495953,0.500953,0.506657,6.30000019073486,10.3999996185303,6.5,5.80000019073486
SS,NA,NA,NA,14.192832075077298,8.099908,8.445659,8.815495,9.208598,NA,NA,NA,NA
ST,0.148265553162678,0.16178091693938199,0.16704462879941498,0.180719189126982,0.153146,0.156584,0.160064,0.163595,NA,NA,NA,NA
SV,19.9615440954165,20.742429449096502,21.538890031952402,21.8133444490965,5.947206,5.967556,5.986414,6.004199,7.19999980926514,6.59999990463257,6.30000019073486,5.90000009536743
SX,NA,NA,NA,NA,0.036934,0.03827,0.039462,0.040458,NA,NA,NA,NA
SY,NA,NA,NA,NA,18.132842,18.7282,19.425597,20.097057,9.19999980926514,8.19999980926514,8.39999961853027,10.8999996185303
SZ,3.79647790718457,3.98912911058538,4.15084229852612,4.33445118422263,1.104642,1.118204,1.134853,1.15375,22.8999996185303,22.8999996185303,23.0,23.0
TC,NA,NA,NA,NA,0.02645,0.027642,0.028638,0.029481,NA,NA,NA,NA
TD,8.40792103468586,8.46242639292879,8.73927463673703,9.00605773352815,10.067932,10.423616,10.779504,11.13974,7.0,7.09999990463257,7.09999990463257,7.09999990463257
TG,2.70905215260689,2.81883412181118,2.88339821758234,2.94756767493768,5.578219,5.732175,5.890414,6.052937,7.09999990463257,7.09999990463257,7.09999990463257,7.09999990463257
TH,283.77056533311105,297.868050989676,314.057455297115,319.477044016926,65.863973,66.174486,66.353572,66.453255,1.29999995231628,1.20000004768372,1.20000004768372,1.20000004768372
TJ,4.1008687840261,4.38792967660756,4.73018825037713,5.10387301956461,6.805655,6.949566,7.099021,7.254072,11.8000001907349,11.8000001907349,11.6999998092651,11.3000001907349
TL,0.63,0.594,0.662,0.756,0.979201,0.996052,1.013194,1.03063,7.19999980926514,6.5,6.69999980926514,5.90000009536743
TM,13.7890416009069,15.301298963195,16.993515438403602,19.4915622078489,4.747839,4.801594,4.858235,4.917541,11.1000003814697,11.0,11.0,11.1000003814697
TN,35.2795435936845,37.1296717199944,39.6209317451446,41.299978412742796,10.029,10.1279,10.2251,10.3289,14.1999998092651,12.5,12.3999996185303,12.3999996185303
TO,0.355790426443174,0.352900617920528,0.338199569657,0.348665521603029,0.100858,0.101507,0.102169,0.102816,NA,NA,NA,NA
TR,624.904195440393,667.9818995222679,699.1671615041639,703.773547723808,67.860617,68.704721,69.515492,70.344357,10.6000003814697,10.1999998092651,10.3000001907349,11.0
TT,18.2936967329071,20.7099387635846,21.694528592530997,22.430064525966802,1.296933,1.303141,1.30926,1.315372,8.0,6.30000019073486,5.5,4.59999990463257
TV,0.0291857272412158,0.0298099919476302,0.0317030948255095,0.034234035600248396,0.009694,0.009732,0.009764,0.009788,NA,NA,NA,NA
TZ,23.3830207905415,24.4728030753726,26.544274428167597,28.021886853359902,39.0656,40.260847,41.522004,42.844744,2.5,4.30000019073486,2.0,2.5
UA,129.353087832048,138.79586328695999,149.760737549776,153.205234500227,47.10515,46.78775,46.50935,46.2582,7.19999980926514,6.80000019073486,6.40000009536743,6.40000009536743
UG,13.7038144975263,15.1817358622212,16.4588881519091,17.892251886791,28.042413,29.000925,29.991958,31.014427,2.0,3.59999990463257,3.0,3.59999990463257
US,14408.0938404,14792.303791800001,15055.3953048,15011.4905414,295.516599,298.379912,301.231207,304.093966,5.19999980926514,4.69999980926514,4.69999980926514,5.90000009536743
UY,30.1575954757126,31.3936278569349,33.4472454286876,35.847468146116995,3.325608,3.331041,3.33975,3.350832,8.5,10.6000003814697,9.19999980926514,7.59999990463257
UZ,26.085046319804402,27.9892547004723,30.7661117202779,33.5350617751937,26.167,26.48825,26.868,27.3028,10.8999996185303,11.0,11.0,11.0
VC,0.636858589992606,0.6856521936892901,0.70240557968424,0.719976499117464,0.108749,0.108908,0.109049,0.109165,NA,NA,NA,NA
VE,328.29059865072696,360.699936058748,392.27408922154495,412.97774341686,26.769115,27.221228,27.670659,28.116716,11.3999996185303,9.30000019073486,7.5,6.90000009536743
VG,NA,NA,NA,NA,0.023169,0.023908,0.024735,0.025604,NA,NA,NA,NA
VI,NA,NA,NA,NA,0.107863,0.1077,0.107423,0.107091,NA,NA,NA,NA
VN,85.3518030304192,91.30761327696699,97.8173936597482,103.355590690416,82.3921,83.3112,84.2185,85.1187,2.09999990463257,2.29999995231628,2.29999995231628,2.40000009536743
VU,0.549652584773368,0.596181554777833,0.627025086554647,0.667458933182145,0.209375,0.214635,0.219956,0.225335,NA,NA,NA,NA
WS,0.62704285630429,0.6393881257951339,0.67981434646665,0.686674262333586,0.179928,0.181072,0.182238,0.18344,NA,NA,NA,NA
YE,25.0021774605819,25.7948488348019,26.655991279524,27.6282870793955,20.504385,21.093973,21.701105,22.322699,16.1000003814697,15.6999998092651,15.3000001907349,15.0
ZA,322.28537276676,340.285158963012,358.526056616402,369.96678043216997,47.270063,47.921682,48.596781,49.296223,23.7999992370605,22.6000003814697,22.2999992370605,22.7000007629395
ZM,13.350512763038099,14.4056965076665,15.6089231211329,16.8223445418915,12.043591,12.381509,12.738676,13.114579,15.8999996185303,15.6000003814697,15.1999998092651,15.6000003814697
ZW,10.423566818520001,10.0627555690217,9.69513019850778,7.98210282116384,12.984418,13.127941999999999,13.297798,13.495462,4.59999990463257,5.09999990463257,5.09999990463257,5.69999980926514
